User_ID,User_Location,Gender,Cart_Contents,Cart_Value,Session_Date,Session_Duration,Abandonment_Reason,Purchase_Category,Referral_Medium,Device_Type,Cart_Status
User_60,Virginia,Female,Footwear,172.3,9/28/2023,83,No Guest Checkout Option,Slippers,Social Media,Tablet,Abandoned
User_61,Chicago,Male,Toys,433.52,8/7/2023,101,,Puzzles,Email,Mobile,Paid
User_62,Virginia,Female,Accessory,320.84,8/14/2023,14,,Chains,Social Media,Mobile,Paid
User_63,Texas,Female,Footwear,58.68,9/27/2023,54,,Oxfords,Email,Mobile,Paid
User_64,California,Female,Home Decor,280.45,10/21/2023,31,,Wall Art,Social Media,Tablet,Paid
User_65,Virginia,Female,Electronics,431.23,9/15/2023,66,No Guest Checkout Option,Phone,Social Media,Mobile,Abandoned
User_66,Virginia,Female,Footwear,378.81,12/6/2023,119,No Guest Checkout Option,Oxfords,Social Media,Mobile,Abandoned
User_67,Texas,Female,Electronics,206.65,9/27/2023,97,No Guest Checkout Option,Laptop,Social Media,Mobile,Abandoned
User_68,Florida,Female,Electronics,455.33,11/30/2023,8,No Guest Checkout Option,Phone,Email,Mobile,Abandoned
User_69,California,Female,Clothing,44.14,8/31/2023,32,,Sweater,Social Media,Mobile,Paid
User_70,Virginia,Female,Home Decor,380.96,12/1/2023,111,Complex Checkout,Vase,Social Media,Desktop,Abandoned
User_71,Virginia,Male,Home Decor,127.63,12/25/2023,88,,Vase,Email,Desktop,Paid
User_72,Florida,Male,Electronics,318.24,10/30/2023,65,,Phone,Social Media,Mobile,Paid
User_73,Chicago,Male,Home Decor,100.54,8/12/2023,96,No Total Order Upfront,Vase,Email,Mobile,Abandoned
User_74,Florida,Male,Footwear,32.33,11/9/2023,91,,Wedges,Social Media,Tablet,Paid
User_75,Texas,Female,Toys,418.67,10/17/2023,94,,Dolls,Email,Tablet,Paid
User_76,Virginia,Female,Electronics,186.66,9/8/2023,52,,Phone,Social Media,Tablet,Paid
User_77,Chicago,Female,Accessory,70.66,10/29/2023,119,No Guest Checkout Option,Wristwatch,Email,Mobile,Abandoned
User_78,Chicago,Female,Footwear,483.43,8/27/2023,108,,Slippers,Email,Mobile,Paid
User_79,Chicago,Female,Footwear,148.83,9/28/2023,40,Complex Checkout,Wedges,Search Engine,Tablet,Abandoned
User_80,Chicago,Female,Toys,201.91,12/15/2023,113,,Dolls,Search Engine,Mobile,Paid
User_81,Texas,Male,Home Decor,154.24,10/20/2023,76,No Guest Checkout Option,Vase,Social Media,Mobile,Abandoned
User_82,California,Female,Accessory,254.52,12/28/2023,65,No Total Order Upfront,Chains,Email,Mobile,Abandoned
User_83,Chicago,Male,Electronics,161.23,10/29/2023,36,,Headphones,Email,Tablet,Paid
User_84,Chicago,Female,Footwear,185,11/25/2023,47,No Guest Checkout Option,Heels,Email,Mobile,Abandoned
User_85,Texas,Male,Clothing,77.91,9/27/2023,20,,Jeans,Search Engine,Mobile,Paid
User_86,Virginia,Female,Toys,303,12/6/2023,41,No Guest Checkout Option,Teddy bears,Search Engine,Mobile,Abandoned
User_87,Texas,Male,Home Decor,26.79,10/7/2023,10,No Guest Checkout Option,Vase,Social Media,Mobile,Abandoned
User_88,Virginia,Male,Toys,436.86,10/15/2023,116,,Teddy bears,Social Media,Mobile,Paid
User_89,Chicago,Female,Home Decor,108.49,12/14/2023,115,,Wall Art,Search Engine,Desktop,Paid
User_90,Chicago,Male,Footwear,322.13,8/2/2023,24,,Slippers,Social Media,Mobile,Paid
User_91,Florida,Male,Footwear,386.93,8/9/2023,33,No Guest Checkout Option,Slippers,Social Media,Mobile,Abandoned
User_92,Florida,Female,Footwear,495.22,12/29/2023,84,,Sneakers,Social Media,Tablet,Paid
User_93,California,Female,Clothing,320.25,10/5/2023,15,,Jeans,Search Engine,Mobile,Paid
User_94,Virginia,Male,Electronics,216.09,11/2/2023,42,No Guest Checkout Option,Phone,Search Engine,Mobile,Abandoned
User_95,Virginia,Female,Accessory,54.17,10/13/2023,38,,Chains,Social Media,Tablet,Paid
User_96,Virginia,Male,Accessory,75.09,10/29/2023,24,,Wristwatch,Search Engine,Desktop,Paid
User_97,California,Female,Footwear,379.5,11/11/2023,61,No Guest Checkout Option,Sneakers,Social Media,Tablet,Abandoned
User_98,Texas,Female,Home Decor,260.23,12/29/2023,15,,Vase,Social Media,Tablet,Paid
User_99,Texas,Male,Electronics,63.84,12/22/2023,80,No Guest Checkout Option,Phone,Email,Tablet,Abandoned
User_100,Virginia,Female,Electronics,386.29,12/10/2023,71,,Tablet,Social Media,Mobile,Paid
User_101,Florida,Female,Toys,410.84,9/28/2023,49,No Guest Checkout Option,Barbie,Social Media,Mobile,Abandoned
User_102,Virginia,Male,Home Decor,217.59,8/16/2023,89,,Wall Art,Email,Tablet,Paid
User_103,New York,Male,Home Decor,141.15,9/22/2023,103,,Wall Art,Social Media,Desktop,Paid
User_104,Virginia,Female,Accessory,218.36,8/23/2023,51,,Chains,Email,Mobile,Paid
User_105,Virginia,Female,Electronics,117.71,11/24/2023,61,No Guest Checkout Option,Tablet,Search Engine,Desktop,Abandoned
User_106,Florida,Female,Clothing,360.7,9/9/2023,6,,Sweater,Search Engine,Mobile,Paid
User_107,Florida,Male,Accessory,474.59,10/11/2023,68,Complex Checkout,Chains,Social Media,Tablet,Abandoned
User_108,Virginia,Female,Accessory,490.52,11/1/2023,75,,Sunglasses,Social Media,Mobile,Paid
User_109,Florida,Female,Toys,442.08,11/10/2023,103,No Guest Checkout Option,Barbie,Social Media,Mobile,Abandoned
User_110,Texas,Male,Home Decor,368.5,10/12/2023,89,No Guest Checkout Option,Wall Art,Search Engine,Mobile,Abandoned
User_111,Virginia,Female,Home Decor,284.92,10/10/2023,46,No Guest Checkout Option,Candle Holder,Email,Mobile,Abandoned
User_112,Virginia,Male,Accessory,40.95,8/3/2023,108,No Total Order Upfront,Wristwatch,Social Media,Tablet,Abandoned
User_113,Virginia,Female,Clothing,257.76,12/18/2023,69,,Dress,Search Engine,Mobile,Paid
User_114,California,Female,Electronics,366.77,11/6/2023,88,,Laptop,Search Engine,Mobile,Paid
User_115,Virginia,Male,Home Decor,319.16,10/29/2023,15,,Throw Pillow,Email,Tablet,Paid
User_116,Chicago,Female,Toys,364.98,9/22/2023,9,No Guest Checkout Option,Games,Search Engine,Mobile,Abandoned
User_117,Virginia,Female,Clothing,378.45,10/8/2023,17,,T-Shirt,Social Media,Mobile,Paid
User_118,Virginia,Male,Electronics,175.7,12/15/2023,50,,Headphones,Social Media,Mobile,Paid
User_119,Texas,Female,Footwear,347.26,8/7/2023,27,,Sneakers,Social Media,Mobile,Paid
User_120,Virginia,Male,Accessory,458.16,11/4/2023,64,,Chains,Search Engine,Mobile,Paid
User_121,Texas,Male,Accessory,452.58,9/23/2023,14,Complex Checkout,Wristwatch,Social Media,Tablet,Abandoned
User_122,Texas,Female,Toys,140.05,12/7/2023,54,Complex Checkout,Barbie,Search Engine,Mobile,Abandoned
User_123,Chicago,Female,Footwear,162.02,11/26/2023,111,Shipping Cost,Wedges,Social Media,Desktop,Abandoned
User_124,Virginia,Female,Toys,487.33,11/18/2023,68,No Total Order Upfront,Dolls,Email,Mobile,Abandoned
User_125,Virginia,Female,Clothing,325.58,8/6/2023,101,No Total Order Upfront,Jeans,Email,Mobile,Abandoned
User_126,Florida,Female,Electronics,168.29,12/3/2023,79,,Headphones,Email,Mobile,Paid
User_127,California,Female,Home Decor,378.79,9/22/2023,21,,Throw Pillow,Social Media,Mobile,Paid
User_128,Florida,Male,Home Decor,458.74,12/20/2023,100,No Guest Checkout Option,Throw Pillow,Search Engine,Mobile,Abandoned
User_129,Florida,Male,Clothing,432.87,9/14/2023,113,No Guest Checkout Option,Dress,Search Engine,Mobile,Abandoned
User_130,New York,Female,Electronics,238.3,12/3/2023,38,No Total Order Upfront,Tablet,Email,Mobile,Abandoned
User_131,California,Male,Accessory,32.01,11/21/2023,46,No Guest Checkout Option,Chains,Search Engine,Tablet,Abandoned
User_132,California,Female,Toys,165.05,10/4/2023,22,,Teddy bears,Search Engine,Mobile,Paid
User_133,Florida,Male,Electronics,132.7,8/26/2023,63,No Guest Checkout Option,Headphones,Email,Tablet,Abandoned
User_134,Virginia,Female,Accessory,301.92,11/30/2023,88,No Guest Checkout Option,Sunglasses,Social Media,Tablet,Abandoned
User_135,Chicago,Female,Electronics,351.33,10/31/2023,61,,Laptop,Social Media,Mobile,Paid
User_136,Florida,Female,Footwear,452.81,11/25/2023,55,Complex Checkout,Heels,Search Engine,Mobile,Abandoned
User_137,Florida,Female,Electronics,338.13,8/21/2023,7,No Guest Checkout Option,Phone,Social Media,Mobile,Abandoned
User_138,Florida,Female,Clothing,52.93,8/11/2023,80,Complex Checkout,Jeans,Search Engine,Mobile,Abandoned
User_139,Virginia,Female,Electronics,153.09,8/25/2023,74,Complex Checkout,Headphones,Search Engine,Mobile,Abandoned
User_140,Virginia,Male,Clothing,27.13,12/24/2023,80,Complex Checkout,Dress,Search Engine,Mobile,Abandoned
User_141,Texas,Male,Toys,222.06,11/21/2023,13,,Barbie,Social Media,Tablet,Paid
User_142,Chicago,Female,Electronics,236.96,9/20/2023,83,,Phone,Email,Tablet,Paid
User_143,Virginia,Female,Toys,482.73,8/14/2023,66,,Barbie,Social Media,Tablet,Paid
User_144,California,Female,Accessory,55.28,10/27/2023,82,,Sunglasses,Search Engine,Mobile,Paid
User_145,Texas,Female,Footwear,283.21,10/4/2023,81,,Slippers,Social Media,Mobile,Paid
User_146,Virginia,Female,Electronics,400.69,10/23/2023,88,,Laptop,Social Media,Mobile,Paid
User_147,Florida,Female,Home Decor,417.16,12/22/2023,98,,Vase,Social Media,Mobile,Paid
User_148,Texas,Male,Home Decor,477.72,10/31/2023,13,No Guest Checkout Option,Vase,Search Engine,Mobile,Abandoned
User_149,Chicago,Female,Toys,198.87,11/13/2023,12,,Games,Social Media,Tablet,Paid
User_150,Texas,Male,Accessory,189.73,12/6/2023,59,No Total Order Upfront,Chains,Search Engine,Mobile,Abandoned
User_151,Virginia,Female,Electronics,297.4,11/4/2023,89,,Tablet,Search Engine,Mobile,Paid
User_152,Chicago,Female,Home Decor,75.14,10/15/2023,33,,Wall Art,Social Media,Tablet,Paid
User_153,Virginia,Female,Toys,328.5,11/14/2023,89,,Dolls,Search Engine,Mobile,Paid
User_154,Texas,Female,Home Decor,462.34,11/17/2023,28,,Candle Holder,Social Media,Tablet,Paid
User_155,Chicago,Male,Toys,323.92,8/20/2023,100,,Games,Search Engine,Mobile,Paid
User_156,Chicago,Female,Clothing,197.63,10/1/2023,77,No Total Order Upfront,T-Shirt,Search Engine,Mobile,Abandoned
User_157,Texas,Female,Electronics,343.5,9/29/2023,89,,Tablet,Social Media,Tablet,Paid
User_158,Chicago,Male,Clothing,382.37,8/28/2023,60,,T-Shirt,Social Media,Tablet,Paid
User_159,Virginia,Female,Footwear,340.22,10/7/2023,55,,Slippers,Search Engine,Desktop,Paid
User_160,Texas,Male,Clothing,386.8,9/29/2023,20,,T-Shirt,Social Media,Tablet,Paid
User_161,Chicago,Male,Accessory,275.64,8/10/2023,76,,Chains,Social Media,Desktop,Paid
User_162,Chicago,Female,Electronics,229.39,8/30/2023,14,,Headphones,Social Media,Mobile,Paid
User_163,Virginia,Female,Toys,220.49,11/24/2023,7,,Dolls,Search Engine,Tablet,Paid
User_164,Chicago,Female,Home Decor,62.3,12/19/2023,60,Complex Checkout,Wall Art,Social Media,Mobile,Abandoned
User_165,Chicago,Female,Toys,182.97,10/17/2023,26,,Teddy bears,Social Media,Tablet,Paid
User_166,California,Female,Clothing,454.84,10/4/2023,98,,Jeans,Search Engine,Mobile,Paid
User_167,Texas,Male,Clothing,309.15,8/2/2023,14,No Guest Checkout Option,Jeans,Email,Tablet,Abandoned
User_168,Virginia,Female,Footwear,384.74,8/6/2023,117,,Slippers,Email,Tablet,Paid
User_169,Florida,Female,Toys,171.75,11/1/2023,65,,Barbie,Email,Mobile,Paid
User_170,Virginia,Female,Electronics,188.93,9/12/2023,64,,Tablet,Search Engine,Desktop,Paid
User_171,Chicago,Female,Electronics,329.44,11/10/2023,83,Complex Checkout,Tablet,Social Media,Tablet,Abandoned
User_172,Virginia,Female,Electronics,235.87,11/9/2023,29,No Guest Checkout Option,Headphones,Social Media,Mobile,Abandoned
User_173,Virginia,Male,Accessory,69.68,12/21/2023,96,No Guest Checkout Option,Sunglasses,Social Media,Tablet,Abandoned
User_174,Texas,Male,Toys,230.12,9/19/2023,71,,Games,Search Engine,Mobile,Paid
User_175,Chicago,Female,Accessory,216.21,11/16/2023,81,,Sunglasses,Email,Tablet,Paid
User_176,Texas,Female,Electronics,287.82,12/16/2023,37,,Laptop,Social Media,Mobile,Paid
User_177,Virginia,Male,Home Decor,168.91,9/17/2023,55,No Guest Checkout Option,Candle Holder,Social Media,Tablet,Abandoned
User_178,Florida,Female,Footwear,200.81,8/3/2023,90,Complex Checkout,Slippers,Search Engine,Tablet,Abandoned
User_179,Virginia,Female,Home Decor,28.75,10/18/2023,32,,Throw Pillow,Email,Mobile,Paid
User_180,Texas,Male,Clothing,57.04,11/1/2023,69,Complex Checkout,T-Shirt,Email,Mobile,Abandoned
User_181,Florida,Female,Clothing,306.68,12/14/2023,28,,Jeans,Email,Mobile,Paid
User_182,New York,Female,Toys,365.4,8/11/2023,41,No Guest Checkout Option,Barbie,Search Engine,Tablet,Abandoned
User_183,Texas,Female,Clothing,196.56,10/7/2023,64,No Guest Checkout Option,Dress,Email,Mobile,Abandoned
User_184,Virginia,Female,Clothing,412.11,10/30/2023,116,Complex Checkout,Dress,Search Engine,Tablet,Abandoned
User_185,Virginia,Female,Footwear,468.46,12/5/2023,113,No Guest Checkout Option,Sneakers,Social Media,Mobile,Abandoned
User_186,Virginia,Male,Accessory,454.55,9/8/2023,60,,Sunglasses,Search Engine,Mobile,Paid
User_187,Florida,Male,Accessory,45.56,12/27/2023,35,,Wristwatch,Search Engine,Mobile,Paid
User_188,Texas,Female,Electronics,422.8,11/29/2023,22,Complex Checkout,Phone,Social Media,Mobile,Abandoned
User_189,Virginia,Male,Toys,245.17,8/2/2023,7,Complex Checkout,Dolls,Search Engine,Mobile,Abandoned
User_190,Virginia,Female,Footwear,273.33,11/3/2023,41,,Oxfords,Social Media,Mobile,Paid
User_191,New York,Female,Toys,401.07,10/14/2023,19,,Barbie,Social Media,Tablet,Paid
User_192,New York,Female,Footwear,136.13,11/2/2023,59,,Sneakers,Social Media,Mobile,Paid
User_193,Texas,Female,Clothing,338.9,10/11/2023,51,,T-Shirt,Social Media,Tablet,Paid
User_194,Virginia,Female,Footwear,29.76,8/4/2023,86,Complex Checkout,Wedges,Social Media,Mobile,Abandoned
User_195,Virginia,Female,Electronics,185.51,8/16/2023,18,No Guest Checkout Option,Headphones,Search Engine,Desktop,Abandoned
User_196,Chicago,Female,Toys,104.04,8/2/2023,94,No Guest Checkout Option,Barbie,Email,Mobile,Abandoned
User_197,Virginia,Male,Toys,392.57,11/9/2023,42,,Puzzles,Search Engine,Mobile,Paid
User_198,Florida,Female,Home Decor,267.38,8/10/2023,65,No Guest Checkout Option,Throw Pillow,Search Engine,Tablet,Abandoned
User_199,Virginia,Female,Home Decor,433.83,11/25/2023,88,,Throw Pillow,Search Engine,Mobile,Paid
User_200,Virginia,Female,Accessory,376.79,11/9/2023,48,No Guest Checkout Option,Sunglasses,Social Media,Tablet,Abandoned
User_201,Virginia,Female,Home Decor,404.55,8/28/2023,60,Complex Checkout,Candle Holder,Social Media,Mobile,Abandoned
User_202,Texas,Male,Home Decor,337.24,12/16/2023,82,,Wall Art,Search Engine,Tablet,Paid
User_203,Chicago,Female,Electronics,368.87,9/25/2023,60,No Guest Checkout Option,Headphones,Email,Desktop,Abandoned
User_204,California,Female,Accessory,194.39,10/13/2023,25,No Total Order Upfront,Sunglasses,Search Engine,Tablet,Abandoned
User_205,Virginia,Female,Electronics,80.59,8/4/2023,87,,Headphones,Social Media,Mobile,Paid
User_206,Florida,Male,Footwear,93.65,10/16/2023,52,,Heels,Social Media,Tablet,Paid
User_207,California,Male,Footwear,196.14,8/7/2023,40,,Oxfords,Search Engine,Desktop,Paid
User_208,Virginia,Female,Footwear,205.75,11/26/2023,104,Complex Checkout,Heels,Email,Mobile,Abandoned
User_209,Texas,Female,Home Decor,353.11,10/21/2023,20,Complex Checkout,Candle Holder,Search Engine,Mobile,Abandoned
User_210,Texas,Female,Accessory,498.69,9/10/2023,90,No Guest Checkout Option,Wristwatch,Email,Desktop,Abandoned
User_211,Virginia,Female,Home Decor,428.65,9/24/2023,86,No Total Order Upfront,Candle Holder,Social Media,Tablet,Abandoned
User_212,Texas,Male,Clothing,133.63,9/15/2023,51,,Dress,Social Media,Tablet,Paid
User_213,California,Male,Electronics,168.46,12/2/2023,66,No Total Order Upfront,Tablet,Email,Mobile,Abandoned
User_214,Virginia,Male,Clothing,486.74,9/19/2023,64,No Guest Checkout Option,Dress,Search Engine,Tablet,Abandoned
User_215,Virginia,Female,Clothing,388.54,12/26/2023,69,,T-Shirt,Search Engine,Tablet,Paid
User_216,Texas,Male,Clothing,174.88,11/10/2023,71,No Guest Checkout Option,Dress,Search Engine,Mobile,Abandoned
User_217,Texas,Female,Home Decor,80.08,11/26/2023,73,,Vase,Social Media,Tablet,Paid
User_218,Texas,Female,Clothing,102.18,8/11/2023,48,No Guest Checkout Option,T-Shirt,Search Engine,Mobile,Abandoned
User_219,New York,Female,Footwear,147.03,12/15/2023,78,,Wedges,Social Media,Tablet,Paid
User_220,New York,Female,Footwear,159.04,12/27/2023,36,No Guest Checkout Option,Wedges,Social Media,Mobile,Abandoned
User_221,California,Male,Clothing,231.01,8/2/2023,31,,Dress,Social Media,Mobile,Paid
User_222,Texas,Female,Home Decor,372.42,9/21/2023,21,No Guest Checkout Option,Throw Pillow,Social Media,Tablet,Abandoned
User_223,California,Male,Accessory,78.81,10/12/2023,23,,Sunglasses,Search Engine,Mobile,Paid
User_224,Florida,Female,Accessory,139.17,11/17/2023,109,Complex Checkout,Wristwatch,Social Media,Tablet,Abandoned
User_225,Texas,Female,Clothing,259.17,12/29/2023,68,,Dress,Social Media,Desktop,Paid
User_226,California,Female,Footwear,239.47,9/12/2023,79,,Heels,Search Engine,Desktop,Paid
User_227,Texas,Female,Toys,342.81,9/19/2023,6,,Teddy bears,Social Media,Mobile,Paid
User_228,Florida,Female,Home Decor,386.65,10/9/2023,56,,Vase,Social Media,Tablet,Paid
User_229,Texas,Female,Home Decor,55.3,11/1/2023,102,,Throw Pillow,Social Media,Tablet,Paid
User_230,Virginia,Male,Electronics,209.07,11/8/2023,76,No Guest Checkout Option,Headphones,Email,Mobile,Abandoned
User_231,Texas,Female,Accessory,260.04,11/15/2023,22,,Chains,Social Media,Mobile,Paid
User_232,Virginia,Male,Footwear,448.7,9/21/2023,83,,Heels,Search Engine,Mobile,Paid
User_233,Florida,Female,Home Decor,304.99,10/27/2023,70,,Wall Art,Email,Tablet,Paid
User_234,Texas,Male,Home Decor,179,12/1/2023,58,,Throw Pillow,Email,Tablet,Paid
User_235,Virginia,Female,Accessory,147.45,9/3/2023,79,No Total Order Upfront,Chains,Search Engine,Tablet,Abandoned
User_236,California,Female,Clothing,271.63,11/2/2023,112,No Total Order Upfront,Sweater,Search Engine,Tablet,Abandoned
User_237,Texas,Female,Toys,72.75,10/26/2023,45,,Barbie,Search Engine,Mobile,Paid
User_238,Virginia,Female,Footwear,391.99,10/26/2023,98,No Total Order Upfront,Sneakers,Email,Mobile,Abandoned
User_239,Virginia,Female,Home Decor,499.1,12/3/2023,53,,Throw Pillow,Search Engine,Mobile,Paid
User_240,Florida,Female,Footwear,190.06,12/14/2023,92,No Total Order Upfront,Heels,Social Media,Mobile,Abandoned
User_241,Texas,Male,Home Decor,287.88,10/8/2023,43,,Throw Pillow,Email,Mobile,Paid
User_242,Virginia,Female,Home Decor,250.31,11/23/2023,40,No Total Order Upfront,Throw Pillow,Search Engine,Tablet,Abandoned
User_243,Virginia,Female,Accessory,412.82,8/15/2023,42,Complex Checkout,Sunglasses,Social Media,Tablet,Abandoned
User_244,California,Female,Toys,143.09,9/29/2023,30,,Games,Search Engine,Tablet,Paid
User_245,Virginia,Male,Electronics,315.52,9/17/2023,11,Complex Checkout,Laptop,Email,Mobile,Abandoned
User_246,California,Female,Home Decor,364.33,10/21/2023,103,,Candle Holder,Search Engine,Tablet,Paid
User_247,Florida,Male,Accessory,333.39,8/4/2023,66,No Guest Checkout Option,Chains,Search Engine,Tablet,Abandoned
User_248,Florida,Female,Home Decor,330.03,11/10/2023,88,Complex Checkout,Candle Holder,Social Media,Tablet,Abandoned
User_249,Virginia,Male,Clothing,220.58,11/4/2023,112,Shipping Cost,Sweater,Social Media,Mobile,Abandoned
User_250,Florida,Female,Electronics,24.45,8/1/2023,47,Complex Checkout,Headphones,Social Media,Tablet,Abandoned
User_251,Virginia,Female,Clothing,428.51,8/4/2023,29,,T-Shirt,Social Media,Mobile,Paid
User_252,Virginia,Female,Home Decor,364.93,11/24/2023,48,,Throw Pillow,Social Media,Tablet,Paid
